activity_comment,activity_id,assay_chembl_id,assay_description,assay_type,canonical_smiles,document_chembl_id,pchembl_value,relation,standard_relation,standard_type,standard_units,standard_value,target_chembl_id,type,units,value
361462,17736867,CHEMBL3887894,"Fluorescence Resonance Energy Transfer (FRET) Assay: Test Example 1: Potency of test compounds were determined by measurement of their inhibition of BACE1 activity toward a fluorescent substrate. Experiments were performed by reference to the procedure as described in Ermolieff, et al. (Biochemistry 39:12450-12456 (2000), the teachings of which are incorporated hereby in their entirety). Briefly, the recombinant protease unit of BACE1 was prepared from E. coli expression as inclusion bodies, refolded, and purified as described in Lin, et al., (Proc. Nat. Acad. Sci. 97:1456-1460 (2000)). Fluorogenic substrate, MCA-SEVNLDAEFK(DNP)-NH2 (SEQ ID NO:1) was purchased. (M-2485, Bachem Americas, Torrance, Calif.). The substrate was derived from 10 amino acids of the human amyloid precursor protein (APP), with the Swedish variant amino acids at the beta-secretase cleavage site. The terminal amino acid was modified from arginine to lysine to facilitate derivatization with a functional group for detection by autofluorescence. The amino acid sequence of the ""core"" peptide of the substrate is SEVNLDAEFK (SEQ ID NO:2). The amino terminus was derivatized with (7-methoxycoumarin-4-yl)acetyl (MCA), and the epsilon amine of the lysine side chain of the terminal residue (K in sequence SEVNLDAEFK (SEQ ID NO:2)) was derivatized with 2,4-dinitrophenyl (DNP). Assays were performed in a buffer of 0.1 M sodium acetate, pH 4.4, 0.08% 3-[(3-Cholamidopropyl)dimethylammonio]propanesulfonate (CHAPS), 0.005% Tween80. BACE1 enzyme (final concentration 65 nM) was pre-incubated with test compounds for 15 minutes at room temperature. Fluorescence intensities were measured 60 minutes after addition of the substrate (final concentration 3 uM) by Tecan Safire2.",B,COCc1cnn(-c2ccc3c(c2)C2(COC(N)=N2)C2(COC2)C2(CCC2)O3)c1,CHEMBL3886493,4.90,=,=,IC50,nM,12600.0,CHEMBL4822,IC50,nM,12600.0
361463,17736868,CHEMBL3887894,"Fluorescence Resonance Energy Transfer (FRET) Assay: Test Example 1: Potency of test compounds were determined by measurement of their inhibition of BACE1 activity toward a fluorescent substrate. Experiments were performed by reference to the procedure as described in Ermolieff, et al. (Biochemistry 39:12450-12456 (2000), the teachings of which are incorporated hereby in their entirety). Briefly, the recombinant protease unit of BACE1 was prepared from E. coli expression as inclusion bodies, refolded, and purified as described in Lin, et al., (Proc. Nat. Acad. Sci. 97:1456-1460 (2000)). Fluorogenic substrate, MCA-SEVNLDAEFK(DNP)-NH2 (SEQ ID NO:1) was purchased. (M-2485, Bachem Americas, Torrance, Calif.). The substrate was derived from 10 amino acids of the human amyloid precursor protein (APP), with the Swedish variant amino acids at the beta-secretase cleavage site. The terminal amino acid was modified from arginine to lysine to facilitate derivatization with a functional group for detection by autofluorescence. The amino acid sequence of the ""core"" peptide of the substrate is SEVNLDAEFK (SEQ ID NO:2). The amino terminus was derivatized with (7-methoxycoumarin-4-yl)acetyl (MCA), and the epsilon amine of the lysine side chain of the terminal residue (K in sequence SEVNLDAEFK (SEQ ID NO:2)) was derivatized with 2,4-dinitrophenyl (DNP). Assays were performed in a buffer of 0.1 M sodium acetate, pH 4.4, 0.08% 3-[(3-Cholamidopropyl)dimethylammonio]propanesulfonate (CHAPS), 0.005% Tween80. BACE1 enzyme (final concentration 65 nM) was pre-incubated with test compounds for 15 minutes at room temperature. Fluorescence intensities were measured 60 minutes after addition of the substrate (final concentration 3 uM) by Tecan Safire2.",B,NC1=NC2(CO1)c1cc(-c3cncnc3)ccc1OC1(CCC1)C21COC1,CHEMBL3886493,5.81,=,=,IC50,nM,1560.0,CHEMBL4822,IC50,nM,1560.0
361464,17736869,CHEMBL3887894,"Fluorescence Resonance Energy Transfer (FRET) Assay: Test Example 1: Potency of test compounds were determined by measurement of their inhibition of BACE1 activity toward a fluorescent substrate. Experiments were performed by reference to the procedure as described in Ermolieff, et al. (Biochemistry 39:12450-12456 (2000), the teachings of which are incorporated hereby in their entirety). Briefly, the recombinant protease unit of BACE1 was prepared from E. coli expression as inclusion bodies, refolded, and purified as described in Lin, et al., (Proc. Nat. Acad. Sci. 97:1456-1460 (2000)). Fluorogenic substrate, MCA-SEVNLDAEFK(DNP)-NH2 (SEQ ID NO:1) was purchased. (M-2485, Bachem Americas, Torrance, Calif.). The substrate was derived from 10 amino acids of the human amyloid precursor protein (APP), with the Swedish variant amino acids at the beta-secretase cleavage site. The terminal amino acid was modified from arginine to lysine to facilitate derivatization with a functional group for detection by autofluorescence. The amino acid sequence of the ""core"" peptide of the substrate is SEVNLDAEFK (SEQ ID NO:2). The amino terminus was derivatized with (7-methoxycoumarin-4-yl)acetyl (MCA), and the epsilon amine of the lysine side chain of the terminal residue (K in sequence SEVNLDAEFK (SEQ ID NO:2)) was derivatized with 2,4-dinitrophenyl (DNP). Assays were performed in a buffer of 0.1 M sodium acetate, pH 4.4, 0.08% 3-[(3-Cholamidopropyl)dimethylammonio]propanesulfonate (CHAPS), 0.005% Tween80. BACE1 enzyme (final concentration 65 nM) was pre-incubated with test compounds for 15 minutes at room temperature. Fluorescence intensities were measured 60 minutes after addition of the substrate (final concentration 3 uM) by Tecan Safire2.",B,CC1(C)Oc2ccc(Br)cc2C2(COC(N)=N2)C12COC2,CHEMBL3886493,4.93,=,=,IC50,nM,11700.0,CHEMBL4822,IC50,nM,11700.0
361465,17736870,CHEMBL3887894,"Fluorescence Resonance Energy Transfer (FRET) Assay: Test Example 1: Potency of test compounds were determined by measurement of their inhibition of BACE1 activity toward a fluorescent substrate. Experiments were performed by reference to the procedure as described in Ermolieff, et al. (Biochemistry 39:12450-12456 (2000), the teachings of which are incorporated hereby in their entirety). Briefly, the recombinant protease unit of BACE1 was prepared from E. coli expression as inclusion bodies, refolded, and purified as described in Lin, et al., (Proc. Nat. Acad. Sci. 97:1456-1460 (2000)). Fluorogenic substrate, MCA-SEVNLDAEFK(DNP)-NH2 (SEQ ID NO:1) was purchased. (M-2485, Bachem Americas, Torrance, Calif.). The substrate was derived from 10 amino acids of the human amyloid precursor protein (APP), with the Swedish variant amino acids at the beta-secretase cleavage site. The terminal amino acid was modified from arginine to lysine to facilitate derivatization with a functional group for detection by autofluorescence. The amino acid sequence of the ""core"" peptide of the substrate is SEVNLDAEFK (SEQ ID NO:2). The amino terminus was derivatized with (7-methoxycoumarin-4-yl)acetyl (MCA), and the epsilon amine of the lysine side chain of the terminal residue (K in sequence SEVNLDAEFK (SEQ ID NO:2)) was derivatized with 2,4-dinitrophenyl (DNP). Assays were performed in a buffer of 0.1 M sodium acetate, pH 4.4, 0.08% 3-[(3-Cholamidopropyl)dimethylammonio]propanesulfonate (CHAPS), 0.005% Tween80. BACE1 enzyme (final concentration 65 nM) was pre-incubated with test compounds for 15 minutes at room temperature. Fluorescence intensities were measured 60 minutes after addition of the substrate (final concentration 3 uM) by Tecan Safire2.",B,C[C@H]1Oc2ccc(Br)cc2[C@@]2(COC(N)=N2)C12COC2,CHEMBL3886493,4.41,=,=,IC50,nM,39000.0,CHEMBL4822,IC50,nM,39000.0
361466,17736871,CHEMBL3887894,"Fluorescence Resonance Energy Transfer (FRET) Assay: Test Example 1: Potency of test compounds were determined by measurement of their inhibition of BACE1 activity toward a fluorescent substrate. Experiments were performed by reference to the procedure as described in Ermolieff, et al. (Biochemistry 39:12450-12456 (2000), the teachings of which are incorporated hereby in their entirety). Briefly, the recombinant protease unit of BACE1 was prepared from E. coli expression as inclusion bodies, refolded, and purified as described in Lin, et al., (Proc. Nat. Acad. Sci. 97:1456-1460 (2000)). Fluorogenic substrate, MCA-SEVNLDAEFK(DNP)-NH2 (SEQ ID NO:1) was purchased. (M-2485, Bachem Americas, Torrance, Calif.). The substrate was derived from 10 amino acids of the human amyloid precursor protein (APP), with the Swedish variant amino acids at the beta-secretase cleavage site. The terminal amino acid was modified from arginine to lysine to facilitate derivatization with a functional group for detection by autofluorescence. The amino acid sequence of the ""core"" peptide of the substrate is SEVNLDAEFK (SEQ ID NO:2). The amino terminus was derivatized with (7-methoxycoumarin-4-yl)acetyl (MCA), and the epsilon amine of the lysine side chain of the terminal residue (K in sequence SEVNLDAEFK (SEQ ID NO:2)) was derivatized with 2,4-dinitrophenyl (DNP). Assays were performed in a buffer of 0.1 M sodium acetate, pH 4.4, 0.08% 3-[(3-Cholamidopropyl)dimethylammonio]propanesulfonate (CHAPS), 0.005% Tween80. BACE1 enzyme (final concentration 65 nM) was pre-incubated with test compounds for 15 minutes at room temperature. Fluorescence intensities were measured 60 minutes after addition of the substrate (final concentration 3 uM) by Tecan Safire2.",B,C[C@@H]1Oc2ccc(Br)cc2[C@@]2(COC(N)=N2)C12COC2,CHEMBL3886493,4.40,=,=,IC50,nM,39700.0,CHEMBL4822,IC50,nM,39700.0
361467,17736872,CHEMBL3887894,"Fluorescence Resonance Energy Transfer (FRET) Assay: Test Example 1: Potency of test compounds were determined by measurement of their inhibition of BACE1 activity toward a fluorescent substrate. Experiments were performed by reference to the procedure as described in Ermolieff, et al. (Biochemistry 39:12450-12456 (2000), the teachings of which are incorporated hereby in their entirety). Briefly, the recombinant protease unit of BACE1 was prepared from E. coli expression as inclusion bodies, refolded, and purified as described in Lin, et al., (Proc. Nat. Acad. Sci. 97:1456-1460 (2000)). Fluorogenic substrate, MCA-SEVNLDAEFK(DNP)-NH2 (SEQ ID NO:1) was purchased. (M-2485, Bachem Americas, Torrance, Calif.). The substrate was derived from 10 amino acids of the human amyloid precursor protein (APP), with the Swedish variant amino acids at the beta-secretase cleavage site. The terminal amino acid was modified from arginine to lysine to facilitate derivatization with a functional group for detection by autofluorescence. The amino acid sequence of the ""core"" peptide of the substrate is SEVNLDAEFK (SEQ ID NO:2). The amino terminus was derivatized with (7-methoxycoumarin-4-yl)acetyl (MCA), and the epsilon amine of the lysine side chain of the terminal residue (K in sequence SEVNLDAEFK (SEQ ID NO:2)) was derivatized with 2,4-dinitrophenyl (DNP). Assays were performed in a buffer of 0.1 M sodium acetate, pH 4.4, 0.08% 3-[(3-Cholamidopropyl)dimethylammonio]propanesulfonate (CHAPS), 0.005% Tween80. BACE1 enzyme (final concentration 65 nM) was pre-incubated with test compounds for 15 minutes at room temperature. Fluorescence intensities were measured 60 minutes after addition of the substrate (final concentration 3 uM) by Tecan Safire2.",B,CCC1Oc2ccc(Br)cc2C2(COC(N)=N2)C12COC2,CHEMBL3886493,4.76,=,=,IC50,nM,17300.0,CHEMBL4822,IC50,nM,17300.0
361468,17736873,CHEMBL3887894,"Fluorescence Resonance Energy Transfer (FRET) Assay: Test Example 1: Potency of test compounds were determined by measurement of their inhibition of BACE1 activity toward a fluorescent substrate. Experiments were performed by reference to the procedure as described in Ermolieff, et al. (Biochemistry 39:12450-12456 (2000), the teachings of which are incorporated hereby in their entirety). Briefly, the recombinant protease unit of BACE1 was prepared from E. coli expression as inclusion bodies, refolded, and purified as described in Lin, et al., (Proc. Nat. Acad. Sci. 97:1456-1460 (2000)). Fluorogenic substrate, MCA-SEVNLDAEFK(DNP)-NH2 (SEQ ID NO:1) was purchased. (M-2485, Bachem Americas, Torrance, Calif.). The substrate was derived from 10 amino acids of the human amyloid precursor protein (APP), with the Swedish variant amino acids at the beta-secretase cleavage site. The terminal amino acid was modified from arginine to lysine to facilitate derivatization with a functional group for detection by autofluorescence. The amino acid sequence of the ""core"" peptide of the substrate is SEVNLDAEFK (SEQ ID NO:2). The amino terminus was derivatized with (7-methoxycoumarin-4-yl)acetyl (MCA), and the epsilon amine of the lysine side chain of the terminal residue (K in sequence SEVNLDAEFK (SEQ ID NO:2)) was derivatized with 2,4-dinitrophenyl (DNP). Assays were performed in a buffer of 0.1 M sodium acetate, pH 4.4, 0.08% 3-[(3-Cholamidopropyl)dimethylammonio]propanesulfonate (CHAPS), 0.005% Tween80. BACE1 enzyme (final concentration 65 nM) was pre-incubated with test compounds for 15 minutes at room temperature. Fluorescence intensities were measured 60 minutes after addition of the substrate (final concentration 3 uM) by Tecan Safire2.",B,CCC1Oc2ccc(Br)cc2C2(COC(N)=N2)C12COC2,CHEMBL3886493,4.61,=,=,IC50,nM,24400.0,CHEMBL4822,IC50,nM,24400.0
361469,17736874,CHEMBL3887894,"Fluorescence Resonance Energy Transfer (FRET) Assay: Test Example 1: Potency of test compounds were determined by measurement of their inhibition of BACE1 activity toward a fluorescent substrate. Experiments were performed by reference to the procedure as described in Ermolieff, et al. (Biochemistry 39:12450-12456 (2000), the teachings of which are incorporated hereby in their entirety). Briefly, the recombinant protease unit of BACE1 was prepared from E. coli expression as inclusion bodies, refolded, and purified as described in Lin, et al., (Proc. Nat. Acad. Sci. 97:1456-1460 (2000)). Fluorogenic substrate, MCA-SEVNLDAEFK(DNP)-NH2 (SEQ ID NO:1) was purchased. (M-2485, Bachem Americas, Torrance, Calif.). The substrate was derived from 10 amino acids of the human amyloid precursor protein (APP), with the Swedish variant amino acids at the beta-secretase cleavage site. The terminal amino acid was modified from arginine to lysine to facilitate derivatization with a functional group for detection by autofluorescence. The amino acid sequence of the ""core"" peptide of the substrate is SEVNLDAEFK (SEQ ID NO:2). The amino terminus was derivatized with (7-methoxycoumarin-4-yl)acetyl (MCA), and the epsilon amine of the lysine side chain of the terminal residue (K in sequence SEVNLDAEFK (SEQ ID NO:2)) was derivatized with 2,4-dinitrophenyl (DNP). Assays were performed in a buffer of 0.1 M sodium acetate, pH 4.4, 0.08% 3-[(3-Cholamidopropyl)dimethylammonio]propanesulfonate (CHAPS), 0.005% Tween80. BACE1 enzyme (final concentration 65 nM) was pre-incubated with test compounds for 15 minutes at room temperature. Fluorescence intensities were measured 60 minutes after addition of the substrate (final concentration 3 uM) by Tecan Safire2.",B,NC1=NC2(CO1)c1cc(Br)ccc1OCC21CCC1,CHEMBL3886493,4.21,=,=,IC50,nM,61300.0,CHEMBL4822,IC50,nM,61300.0
361470,17736875,CHEMBL3887894,"Fluorescence Resonance Energy Transfer (FRET) Assay: Test Example 1: Potency of test compounds were determined by measurement of their inhibition of BACE1 activity toward a fluorescent substrate. Experiments were performed by reference to the procedure as described in Ermolieff, et al. (Biochemistry 39:12450-12456 (2000), the teachings of which are incorporated hereby in their entirety). Briefly, the recombinant protease unit of BACE1 was prepared from E. coli expression as inclusion bodies, refolded, and purified as described in Lin, et al., (Proc. Nat. Acad. Sci. 97:1456-1460 (2000)). Fluorogenic substrate, MCA-SEVNLDAEFK(DNP)-NH2 (SEQ ID NO:1) was purchased. (M-2485, Bachem Americas, Torrance, Calif.). The substrate was derived from 10 amino acids of the human amyloid precursor protein (APP), with the Swedish variant amino acids at the beta-secretase cleavage site. The terminal amino acid was modified from arginine to lysine to facilitate derivatization with a functional group for detection by autofluorescence. The amino acid sequence of the ""core"" peptide of the substrate is SEVNLDAEFK (SEQ ID NO:2). The amino terminus was derivatized with (7-methoxycoumarin-4-yl)acetyl (MCA), and the epsilon amine of the lysine side chain of the terminal residue (K in sequence SEVNLDAEFK (SEQ ID NO:2)) was derivatized with 2,4-dinitrophenyl (DNP). Assays were performed in a buffer of 0.1 M sodium acetate, pH 4.4, 0.08% 3-[(3-Cholamidopropyl)dimethylammonio]propanesulfonate (CHAPS), 0.005% Tween80. BACE1 enzyme (final concentration 65 nM) was pre-incubated with test compounds for 15 minutes at room temperature. Fluorescence intensities were measured 60 minutes after addition of the substrate (final concentration 3 uM) by Tecan Safire2.",B,NC1=NC2(CO1)c1cc(Br)ccc1OC1(CCCC1)C21COC1,CHEMBL3886493,5.14,=,=,IC50,nM,7210.0,CHEMBL4822,IC50,nM,7210.0
361471,17736876,CHEMBL3887894,"Fluorescence Resonance Energy Transfer (FRET) Assay: Test Example 1: Potency of test compounds were determined by measurement of their inhibition of BACE1 activity toward a fluorescent substrate. Experiments were performed by reference to the procedure as described in Ermolieff, et al. (Biochemistry 39:12450-12456 (2000), the teachings of which are incorporated hereby in their entirety). Briefly, the recombinant protease unit of BACE1 was prepared from E. coli expression as inclusion bodies, refolded, and purified as described in Lin, et al., (Proc. Nat. Acad. Sci. 97:1456-1460 (2000)). Fluorogenic substrate, MCA-SEVNLDAEFK(DNP)-NH2 (SEQ ID NO:1) was purchased. (M-2485, Bachem Americas, Torrance, Calif.). The substrate was derived from 10 amino acids of the human amyloid precursor protein (APP), with the Swedish variant amino acids at the beta-secretase cleavage site. The terminal amino acid was modified from arginine to lysine to facilitate derivatization with a functional group for detection by autofluorescence. The amino acid sequence of the ""core"" peptide of the substrate is SEVNLDAEFK (SEQ ID NO:2). The amino terminus was derivatized with (7-methoxycoumarin-4-yl)acetyl (MCA), and the epsilon amine of the lysine side chain of the terminal residue (K in sequence SEVNLDAEFK (SEQ ID NO:2)) was derivatized with 2,4-dinitrophenyl (DNP). Assays were performed in a buffer of 0.1 M sodium acetate, pH 4.4, 0.08% 3-[(3-Cholamidopropyl)dimethylammonio]propanesulfonate (CHAPS), 0.005% Tween80. BACE1 enzyme (final concentration 65 nM) was pre-incubated with test compounds for 15 minutes at room temperature. Fluorescence intensities were measured 60 minutes after addition of the substrate (final concentration 3 uM) by Tecan Safire2.",B,CCCC1Oc2ccc(Br)cc2C2(COC(N)=N2)C12COC2,CHEMBL3886493,4.81,=,=,IC50,nM,15600.0,CHEMBL4822,IC50,nM,15600.0
361472,17736877,CHEMBL3887894,"Fluorescence Resonance Energy Transfer (FRET) Assay: Test Example 1: Potency of test compounds were determined by measurement of their inhibition of BACE1 activity toward a fluorescent substrate. Experiments were performed by reference to the procedure as described in Ermolieff, et al. (Biochemistry 39:12450-12456 (2000), the teachings of which are incorporated hereby in their entirety). Briefly, the recombinant protease unit of BACE1 was prepared from E. coli expression as inclusion bodies, refolded, and purified as described in Lin, et al., (Proc. Nat. Acad. Sci. 97:1456-1460 (2000)). Fluorogenic substrate, MCA-SEVNLDAEFK(DNP)-NH2 (SEQ ID NO:1) was purchased. (M-2485, Bachem Americas, Torrance, Calif.). The substrate was derived from 10 amino acids of the human amyloid precursor protein (APP), with the Swedish variant amino acids at the beta-secretase cleavage site. The terminal amino acid was modified from arginine to lysine to facilitate derivatization with a functional group for detection by autofluorescence. The amino acid sequence of the ""core"" peptide of the substrate is SEVNLDAEFK (SEQ ID NO:2). The amino terminus was derivatized with (7-methoxycoumarin-4-yl)acetyl (MCA), and the epsilon amine of the lysine side chain of the terminal residue (K in sequence SEVNLDAEFK (SEQ ID NO:2)) was derivatized with 2,4-dinitrophenyl (DNP). Assays were performed in a buffer of 0.1 M sodium acetate, pH 4.4, 0.08% 3-[(3-Cholamidopropyl)dimethylammonio]propanesulfonate (CHAPS), 0.005% Tween80. BACE1 enzyme (final concentration 65 nM) was pre-incubated with test compounds for 15 minutes at room temperature. Fluorescence intensities were measured 60 minutes after addition of the substrate (final concentration 3 uM) by Tecan Safire2.",B,CCCC1Oc2ccc(Br)cc2C2(COC(N)=N2)C12COC2,CHEMBL3886493,4.76,=,=,IC50,nM,17400.0,CHEMBL4822,IC50,nM,17400.0
361473,17736878,CHEMBL3887894,"Fluorescence Resonance Energy Transfer (FRET) Assay: Test Example 1: Potency of test compounds were determined by measurement of their inhibition of BACE1 activity toward a fluorescent substrate. Experiments were performed by reference to the procedure as described in Ermolieff, et al. (Biochemistry 39:12450-12456 (2000), the teachings of which are incorporated hereby in their entirety). Briefly, the recombinant protease unit of BACE1 was prepared from E. coli expression as inclusion bodies, refolded, and purified as described in Lin, et al., (Proc. Nat. Acad. Sci. 97:1456-1460 (2000)). Fluorogenic substrate, MCA-SEVNLDAEFK(DNP)-NH2 (SEQ ID NO:1) was purchased. (M-2485, Bachem Americas, Torrance, Calif.). The substrate was derived from 10 amino acids of the human amyloid precursor protein (APP), with the Swedish variant amino acids at the beta-secretase cleavage site. The terminal amino acid was modified from arginine to lysine to facilitate derivatization with a functional group for detection by autofluorescence. The amino acid sequence of the ""core"" peptide of the substrate is SEVNLDAEFK (SEQ ID NO:2). The amino terminus was derivatized with (7-methoxycoumarin-4-yl)acetyl (MCA), and the epsilon amine of the lysine side chain of the terminal residue (K in sequence SEVNLDAEFK (SEQ ID NO:2)) was derivatized with 2,4-dinitrophenyl (DNP). Assays were performed in a buffer of 0.1 M sodium acetate, pH 4.4, 0.08% 3-[(3-Cholamidopropyl)dimethylammonio]propanesulfonate (CHAPS), 0.005% Tween80. BACE1 enzyme (final concentration 65 nM) was pre-incubated with test compounds for 15 minutes at room temperature. Fluorescence intensities were measured 60 minutes after addition of the substrate (final concentration 3 uM) by Tecan Safire2.",B,NC1=NC2(CO1)c1cc(Br)ccc1OC(C1CC1)C21COC1,CHEMBL3886493,4.41,=,=,IC50,nM,38700.0,CHEMBL4822,IC50,nM,38700.0
361474,17736879,CHEMBL3887894,"Fluorescence Resonance Energy Transfer (FRET) Assay: Test Example 1: Potency of test compounds were determined by measurement of their inhibition of BACE1 activity toward a fluorescent substrate. Experiments were performed by reference to the procedure as described in Ermolieff, et al. (Biochemistry 39:12450-12456 (2000), the teachings of which are incorporated hereby in their entirety). Briefly, the recombinant protease unit of BACE1 was prepared from E. coli expression as inclusion bodies, refolded, and purified as described in Lin, et al., (Proc. Nat. Acad. Sci. 97:1456-1460 (2000)). Fluorogenic substrate, MCA-SEVNLDAEFK(DNP)-NH2 (SEQ ID NO:1) was purchased. (M-2485, Bachem Americas, Torrance, Calif.). The substrate was derived from 10 amino acids of the human amyloid precursor protein (APP), with the Swedish variant amino acids at the beta-secretase cleavage site. The terminal amino acid was modified from arginine to lysine to facilitate derivatization with a functional group for detection by autofluorescence. The amino acid sequence of the ""core"" peptide of the substrate is SEVNLDAEFK (SEQ ID NO:2). The amino terminus was derivatized with (7-methoxycoumarin-4-yl)acetyl (MCA), and the epsilon amine of the lysine side chain of the terminal residue (K in sequence SEVNLDAEFK (SEQ ID NO:2)) was derivatized with 2,4-dinitrophenyl (DNP). Assays were performed in a buffer of 0.1 M sodium acetate, pH 4.4, 0.08% 3-[(3-Cholamidopropyl)dimethylammonio]propanesulfonate (CHAPS), 0.005% Tween80. BACE1 enzyme (final concentration 65 nM) was pre-incubated with test compounds for 15 minutes at room temperature. Fluorescence intensities were measured 60 minutes after addition of the substrate (final concentration 3 uM) by Tecan Safire2.",B,NC1=NC2(CO1)c1cc(Br)ccc1OC(C1CC1)C21COC1,CHEMBL3886493,4.09,=,=,IC50,nM,81300.0,CHEMBL4822,IC50,nM,81300.0
361475,17736880,CHEMBL3887894,"Fluorescence Resonance Energy Transfer (FRET) Assay: Test Example 1: Potency of test compounds were determined by measurement of their inhibition of BACE1 activity toward a fluorescent substrate. Experiments were performed by reference to the procedure as described in Ermolieff, et al. (Biochemistry 39:12450-12456 (2000), the teachings of which are incorporated hereby in their entirety). Briefly, the recombinant protease unit of BACE1 was prepared from E. coli expression as inclusion bodies, refolded, and purified as described in Lin, et al., (Proc. Nat. Acad. Sci. 97:1456-1460 (2000)). Fluorogenic substrate, MCA-SEVNLDAEFK(DNP)-NH2 (SEQ ID NO:1) was purchased. (M-2485, Bachem Americas, Torrance, Calif.). The substrate was derived from 10 amino acids of the human amyloid precursor protein (APP), with the Swedish variant amino acids at the beta-secretase cleavage site. The terminal amino acid was modified from arginine to lysine to facilitate derivatization with a functional group for detection by autofluorescence. The amino acid sequence of the ""core"" peptide of the substrate is SEVNLDAEFK (SEQ ID NO:2). The amino terminus was derivatized with (7-methoxycoumarin-4-yl)acetyl (MCA), and the epsilon amine of the lysine side chain of the terminal residue (K in sequence SEVNLDAEFK (SEQ ID NO:2)) was derivatized with 2,4-dinitrophenyl (DNP). Assays were performed in a buffer of 0.1 M sodium acetate, pH 4.4, 0.08% 3-[(3-Cholamidopropyl)dimethylammonio]propanesulfonate (CHAPS), 0.005% Tween80. BACE1 enzyme (final concentration 65 nM) was pre-incubated with test compounds for 15 minutes at room temperature. Fluorescence intensities were measured 60 minutes after addition of the substrate (final concentration 3 uM) by Tecan Safire2.",B,CC(C)CC1Oc2ccc(Br)cc2C2(COC(N)=N2)C12COC2,CHEMBL3886493,4.96,=,=,IC50,nM,11100.0,CHEMBL4822,IC50,nM,11100.0
361476,17736881,CHEMBL3887894,"Fluorescence Resonance Energy Transfer (FRET) Assay: Test Example 1: Potency of test compounds were determined by measurement of their inhibition of BACE1 activity toward a fluorescent substrate. Experiments were performed by reference to the procedure as described in Ermolieff, et al. (Biochemistry 39:12450-12456 (2000), the teachings of which are incorporated hereby in their entirety). Briefly, the recombinant protease unit of BACE1 was prepared from E. coli expression as inclusion bodies, refolded, and purified as described in Lin, et al., (Proc. Nat. Acad. Sci. 97:1456-1460 (2000)). Fluorogenic substrate, MCA-SEVNLDAEFK(DNP)-NH2 (SEQ ID NO:1) was purchased. (M-2485, Bachem Americas, Torrance, Calif.). The substrate was derived from 10 amino acids of the human amyloid precursor protein (APP), with the Swedish variant amino acids at the beta-secretase cleavage site. The terminal amino acid was modified from arginine to lysine to facilitate derivatization with a functional group for detection by autofluorescence. The amino acid sequence of the ""core"" peptide of the substrate is SEVNLDAEFK (SEQ ID NO:2). The amino terminus was derivatized with (7-methoxycoumarin-4-yl)acetyl (MCA), and the epsilon amine of the lysine side chain of the terminal residue (K in sequence SEVNLDAEFK (SEQ ID NO:2)) was derivatized with 2,4-dinitrophenyl (DNP). Assays were performed in a buffer of 0.1 M sodium acetate, pH 4.4, 0.08% 3-[(3-Cholamidopropyl)dimethylammonio]propanesulfonate (CHAPS), 0.005% Tween80. BACE1 enzyme (final concentration 65 nM) was pre-incubated with test compounds for 15 minutes at room temperature. Fluorescence intensities were measured 60 minutes after addition of the substrate (final concentration 3 uM) by Tecan Safire2.",B,CC(C)CC1Oc2ccc(Br)cc2C2(COC(N)=N2)C12COC2,CHEMBL3886493,4.71,=,=,IC50,nM,19300.0,CHEMBL4822,IC50,nM,19300.0
361477,17736882,CHEMBL3887894,"Fluorescence Resonance Energy Transfer (FRET) Assay: Test Example 1: Potency of test compounds were determined by measurement of their inhibition of BACE1 activity toward a fluorescent substrate. Experiments were performed by reference to the procedure as described in Ermolieff, et al. (Biochemistry 39:12450-12456 (2000), the teachings of which are incorporated hereby in their entirety). Briefly, the recombinant protease unit of BACE1 was prepared from E. coli expression as inclusion bodies, refolded, and purified as described in Lin, et al., (Proc. Nat. Acad. Sci. 97:1456-1460 (2000)). Fluorogenic substrate, MCA-SEVNLDAEFK(DNP)-NH2 (SEQ ID NO:1) was purchased. (M-2485, Bachem Americas, Torrance, Calif.). The substrate was derived from 10 amino acids of the human amyloid precursor protein (APP), with the Swedish variant amino acids at the beta-secretase cleavage site. The terminal amino acid was modified from arginine to lysine to facilitate derivatization with a functional group for detection by autofluorescence. The amino acid sequence of the ""core"" peptide of the substrate is SEVNLDAEFK (SEQ ID NO:2). The amino terminus was derivatized with (7-methoxycoumarin-4-yl)acetyl (MCA), and the epsilon amine of the lysine side chain of the terminal residue (K in sequence SEVNLDAEFK (SEQ ID NO:2)) was derivatized with 2,4-dinitrophenyl (DNP). Assays were performed in a buffer of 0.1 M sodium acetate, pH 4.4, 0.08% 3-[(3-Cholamidopropyl)dimethylammonio]propanesulfonate (CHAPS), 0.005% Tween80. BACE1 enzyme (final concentration 65 nM) was pre-incubated with test compounds for 15 minutes at room temperature. Fluorescence intensities were measured 60 minutes after addition of the substrate (final concentration 3 uM) by Tecan Safire2.",B,NC1=NC2(CO1)c1cc(Br)ccc1OC(CCC(F)(F)F)C21COC1,CHEMBL3886493,4.72,=,=,IC50,nM,19000.0,CHEMBL4822,IC50,nM,19000.0
