activity_comment,activity_id,assay_chembl_id,assay_description,assay_type,canonical_smiles,document_chembl_id,pchembl_value,relation,standard_relation,standard_type,standard_units,standard_value,target_chembl_id,type,units,value
288552,17670934,CHEMBL3705666,"Fluorescence Resonance Energy Transfer (FRET) Assay: Potency of test compounds were determined by measurement of their inhibition of BACE1 activity toward a fluorescent substrate. Experiments were performed by reference to the procedure as described in Ermolieff, et al. (Biochemistry 39:12450-12456 (2000), the teachings of which are incorporated hereby in their entirety). Briefly, the recombinant protease unit of BACE1 was prepared from E. coli expression as inclusion bodies, refolded, and purified as described in Lin, et al., (Proc. Nat. Acad. Sci. 97:1456-1460 (2000)). Fluorogenic substrate, MCA-SEVNLDAEFK(DNP)-NH2 (SEQ ID NO:1) was purchased. (M-2485, Bachem Americas, Torrance, Calif.). The substrate was derived from 10 amino acids of the human amyloid precursor protein (APP), with the Swedish variant amino acids at the beta-secretase cleavage site. The terminal amino acid was modified from arginine to lysine to facilitate derivatization with a functional group for detection by autofluorescence.",B,CC1(C)Oc2ccc(-c3cccc4cccnc34)cc2C2(COC(N)=N2)C12COC2,CHEMBL3638878,5.49,=,=,IC50,nM,3240.0,CHEMBL4822,IC50,nM,3240.0
288553,17670935,CHEMBL3705666,"Fluorescence Resonance Energy Transfer (FRET) Assay: Potency of test compounds were determined by measurement of their inhibition of BACE1 activity toward a fluorescent substrate. Experiments were performed by reference to the procedure as described in Ermolieff, et al. (Biochemistry 39:12450-12456 (2000), the teachings of which are incorporated hereby in their entirety). Briefly, the recombinant protease unit of BACE1 was prepared from E. coli expression as inclusion bodies, refolded, and purified as described in Lin, et al., (Proc. Nat. Acad. Sci. 97:1456-1460 (2000)). Fluorogenic substrate, MCA-SEVNLDAEFK(DNP)-NH2 (SEQ ID NO:1) was purchased. (M-2485, Bachem Americas, Torrance, Calif.). The substrate was derived from 10 amino acids of the human amyloid precursor protein (APP), with the Swedish variant amino acids at the beta-secretase cleavage site. The terminal amino acid was modified from arginine to lysine to facilitate derivatization with a functional group for detection by autofluorescence.",B,CC1(C)Oc2ccc(-c3cccc4cnccc34)cc2C2(COC(N)=N2)C12COC2,CHEMBL3638878,5.69,=,=,IC50,nM,2030.0,CHEMBL4822,IC50,nM,2030.0
288554,17670936,CHEMBL3705666,"Fluorescence Resonance Energy Transfer (FRET) Assay: Potency of test compounds were determined by measurement of their inhibition of BACE1 activity toward a fluorescent substrate. Experiments were performed by reference to the procedure as described in Ermolieff, et al. (Biochemistry 39:12450-12456 (2000), the teachings of which are incorporated hereby in their entirety). Briefly, the recombinant protease unit of BACE1 was prepared from E. coli expression as inclusion bodies, refolded, and purified as described in Lin, et al., (Proc. Nat. Acad. Sci. 97:1456-1460 (2000)). Fluorogenic substrate, MCA-SEVNLDAEFK(DNP)-NH2 (SEQ ID NO:1) was purchased. (M-2485, Bachem Americas, Torrance, Calif.). The substrate was derived from 10 amino acids of the human amyloid precursor protein (APP), with the Swedish variant amino acids at the beta-secretase cleavage site. The terminal amino acid was modified from arginine to lysine to facilitate derivatization with a functional group for detection by autofluorescence.",B,COC/C=C/c1ccc2c(c1)C1(COC(N)=N1)C1(COC1)C(C)(C)O2,CHEMBL3638878,5.59,=,=,IC50,nM,2590.0,CHEMBL4822,IC50,nM,2590.0
288555,17670937,CHEMBL3705666,"Fluorescence Resonance Energy Transfer (FRET) Assay: Potency of test compounds were determined by measurement of their inhibition of BACE1 activity toward a fluorescent substrate. Experiments were performed by reference to the procedure as described in Ermolieff, et al. (Biochemistry 39:12450-12456 (2000), the teachings of which are incorporated hereby in their entirety). Briefly, the recombinant protease unit of BACE1 was prepared from E. coli expression as inclusion bodies, refolded, and purified as described in Lin, et al., (Proc. Nat. Acad. Sci. 97:1456-1460 (2000)). Fluorogenic substrate, MCA-SEVNLDAEFK(DNP)-NH2 (SEQ ID NO:1) was purchased. (M-2485, Bachem Americas, Torrance, Calif.). The substrate was derived from 10 amino acids of the human amyloid precursor protein (APP), with the Swedish variant amino acids at the beta-secretase cleavage site. The terminal amino acid was modified from arginine to lysine to facilitate derivatization with a functional group for detection by autofluorescence.",B,CC1(C)Oc2ccc(-c3cccc(OC(F)(F)F)c3)cc2C2(COC(N)=N2)C12COC2,CHEMBL3638878,5.97,=,=,IC50,nM,1080.0,CHEMBL4822,IC50,nM,1080.0
288556,17670938,CHEMBL3705666,"Fluorescence Resonance Energy Transfer (FRET) Assay: Potency of test compounds were determined by measurement of their inhibition of BACE1 activity toward a fluorescent substrate. Experiments were performed by reference to the procedure as described in Ermolieff, et al. (Biochemistry 39:12450-12456 (2000), the teachings of which are incorporated hereby in their entirety). Briefly, the recombinant protease unit of BACE1 was prepared from E. coli expression as inclusion bodies, refolded, and purified as described in Lin, et al., (Proc. Nat. Acad. Sci. 97:1456-1460 (2000)). Fluorogenic substrate, MCA-SEVNLDAEFK(DNP)-NH2 (SEQ ID NO:1) was purchased. (M-2485, Bachem Americas, Torrance, Calif.). The substrate was derived from 10 amino acids of the human amyloid precursor protein (APP), with the Swedish variant amino acids at the beta-secretase cleavage site. The terminal amino acid was modified from arginine to lysine to facilitate derivatization with a functional group for detection by autofluorescence.",B,CC1(C)Oc2ccc(-c3ccccc3OC(F)(F)F)cc2C2(COC(N)=N2)C12COC2,CHEMBL3638878,5.55,=,=,IC50,nM,2820.0,CHEMBL4822,IC50,nM,2820.0
288557,17670939,CHEMBL3705666,"Fluorescence Resonance Energy Transfer (FRET) Assay: Potency of test compounds were determined by measurement of their inhibition of BACE1 activity toward a fluorescent substrate. Experiments were performed by reference to the procedure as described in Ermolieff, et al. (Biochemistry 39:12450-12456 (2000), the teachings of which are incorporated hereby in their entirety). Briefly, the recombinant protease unit of BACE1 was prepared from E. coli expression as inclusion bodies, refolded, and purified as described in Lin, et al., (Proc. Nat. Acad. Sci. 97:1456-1460 (2000)). Fluorogenic substrate, MCA-SEVNLDAEFK(DNP)-NH2 (SEQ ID NO:1) was purchased. (M-2485, Bachem Americas, Torrance, Calif.). The substrate was derived from 10 amino acids of the human amyloid precursor protein (APP), with the Swedish variant amino acids at the beta-secretase cleavage site. The terminal amino acid was modified from arginine to lysine to facilitate derivatization with a functional group for detection by autofluorescence.",B,CC1(C)Oc2ccc(-c3c(F)ccc(F)c3F)cc2C2(COC(N)=N2)C12COC2,CHEMBL3638878,5.69,=,=,IC50,nM,2050.0,CHEMBL4822,IC50,nM,2050.0
288558,17670940,CHEMBL3705666,"Fluorescence Resonance Energy Transfer (FRET) Assay: Potency of test compounds were determined by measurement of their inhibition of BACE1 activity toward a fluorescent substrate. Experiments were performed by reference to the procedure as described in Ermolieff, et al. (Biochemistry 39:12450-12456 (2000), the teachings of which are incorporated hereby in their entirety). Briefly, the recombinant protease unit of BACE1 was prepared from E. coli expression as inclusion bodies, refolded, and purified as described in Lin, et al., (Proc. Nat. Acad. Sci. 97:1456-1460 (2000)). Fluorogenic substrate, MCA-SEVNLDAEFK(DNP)-NH2 (SEQ ID NO:1) was purchased. (M-2485, Bachem Americas, Torrance, Calif.). The substrate was derived from 10 amino acids of the human amyloid precursor protein (APP), with the Swedish variant amino acids at the beta-secretase cleavage site. The terminal amino acid was modified from arginine to lysine to facilitate derivatization with a functional group for detection by autofluorescence.",B,CC1(C)Oc2ccc(-c3ccc(OC(F)F)cc3)cc2C2(COC(N)=N2)C12COC2,CHEMBL3638878,5.50,=,=,IC50,nM,3160.0,CHEMBL4822,IC50,nM,3160.0
288559,17670941,CHEMBL3705666,"Fluorescence Resonance Energy Transfer (FRET) Assay: Potency of test compounds were determined by measurement of their inhibition of BACE1 activity toward a fluorescent substrate. Experiments were performed by reference to the procedure as described in Ermolieff, et al. (Biochemistry 39:12450-12456 (2000), the teachings of which are incorporated hereby in their entirety). Briefly, the recombinant protease unit of BACE1 was prepared from E. coli expression as inclusion bodies, refolded, and purified as described in Lin, et al., (Proc. Nat. Acad. Sci. 97:1456-1460 (2000)). Fluorogenic substrate, MCA-SEVNLDAEFK(DNP)-NH2 (SEQ ID NO:1) was purchased. (M-2485, Bachem Americas, Torrance, Calif.). The substrate was derived from 10 amino acids of the human amyloid precursor protein (APP), with the Swedish variant amino acids at the beta-secretase cleavage site. The terminal amino acid was modified from arginine to lysine to facilitate derivatization with a functional group for detection by autofluorescence.",B,NC1=NC2(CO1)c1cc(Br)ccc1OCC21CC(F)(F)C1,CHEMBL3638878,4.30,=,=,IC50,nM,50600.0,CHEMBL4822,IC50,nM,50600.0
288560,17670943,CHEMBL3705666,"Fluorescence Resonance Energy Transfer (FRET) Assay: Potency of test compounds were determined by measurement of their inhibition of BACE1 activity toward a fluorescent substrate. Experiments were performed by reference to the procedure as described in Ermolieff, et al. (Biochemistry 39:12450-12456 (2000), the teachings of which are incorporated hereby in their entirety). Briefly, the recombinant protease unit of BACE1 was prepared from E. coli expression as inclusion bodies, refolded, and purified as described in Lin, et al., (Proc. Nat. Acad. Sci. 97:1456-1460 (2000)). Fluorogenic substrate, MCA-SEVNLDAEFK(DNP)-NH2 (SEQ ID NO:1) was purchased. (M-2485, Bachem Americas, Torrance, Calif.). The substrate was derived from 10 amino acids of the human amyloid precursor protein (APP), with the Swedish variant amino acids at the beta-secretase cleavage site. The terminal amino acid was modified from arginine to lysine to facilitate derivatization with a functional group for detection by autofluorescence.",B,NC1=NC2(CO1)c1cc(NC(=O)c3ncc(Br)cn3)ccc1OCC21CC1,CHEMBL3638878,6.18,=,=,IC50,nM,661.0,CHEMBL4822,IC50,nM,661.0
288561,17670945,CHEMBL3705666,"Fluorescence Resonance Energy Transfer (FRET) Assay: Potency of test compounds were determined by measurement of their inhibition of BACE1 activity toward a fluorescent substrate. Experiments were performed by reference to the procedure as described in Ermolieff, et al. (Biochemistry 39:12450-12456 (2000), the teachings of which are incorporated hereby in their entirety). Briefly, the recombinant protease unit of BACE1 was prepared from E. coli expression as inclusion bodies, refolded, and purified as described in Lin, et al., (Proc. Nat. Acad. Sci. 97:1456-1460 (2000)). Fluorogenic substrate, MCA-SEVNLDAEFK(DNP)-NH2 (SEQ ID NO:1) was purchased. (M-2485, Bachem Americas, Torrance, Calif.). The substrate was derived from 10 amino acids of the human amyloid precursor protein (APP), with the Swedish variant amino acids at the beta-secretase cleavage site. The terminal amino acid was modified from arginine to lysine to facilitate derivatization with a functional group for detection by autofluorescence.",B,CC1(C)Oc2ccc(NC(=O)c3ncc(Br)cn3)cc2C2(COC(N)=N2)C12COC2,CHEMBL3638878,6.90,=,=,IC50,nM,125.0,CHEMBL4822,IC50,nM,125.0
288562,17670947,CHEMBL3705666,"Fluorescence Resonance Energy Transfer (FRET) Assay: Potency of test compounds were determined by measurement of their inhibition of BACE1 activity toward a fluorescent substrate. Experiments were performed by reference to the procedure as described in Ermolieff, et al. (Biochemistry 39:12450-12456 (2000), the teachings of which are incorporated hereby in their entirety). Briefly, the recombinant protease unit of BACE1 was prepared from E. coli expression as inclusion bodies, refolded, and purified as described in Lin, et al., (Proc. Nat. Acad. Sci. 97:1456-1460 (2000)). Fluorogenic substrate, MCA-SEVNLDAEFK(DNP)-NH2 (SEQ ID NO:1) was purchased. (M-2485, Bachem Americas, Torrance, Calif.). The substrate was derived from 10 amino acids of the human amyloid precursor protein (APP), with the Swedish variant amino acids at the beta-secretase cleavage site. The terminal amino acid was modified from arginine to lysine to facilitate derivatization with a functional group for detection by autofluorescence.",B,Cc1cc(C#N)cnc1C(=O)Nc1ccc2c(c1)C1(COC(N)=N1)C1(CC1)CO2,CHEMBL3638878,6.61,=,=,IC50,nM,248.0,CHEMBL4822,IC50,nM,248.0
288563,17670949,CHEMBL3705666,"Fluorescence Resonance Energy Transfer (FRET) Assay: Potency of test compounds were determined by measurement of their inhibition of BACE1 activity toward a fluorescent substrate. Experiments were performed by reference to the procedure as described in Ermolieff, et al. (Biochemistry 39:12450-12456 (2000), the teachings of which are incorporated hereby in their entirety). Briefly, the recombinant protease unit of BACE1 was prepared from E. coli expression as inclusion bodies, refolded, and purified as described in Lin, et al., (Proc. Nat. Acad. Sci. 97:1456-1460 (2000)). Fluorogenic substrate, MCA-SEVNLDAEFK(DNP)-NH2 (SEQ ID NO:1) was purchased. (M-2485, Bachem Americas, Torrance, Calif.). The substrate was derived from 10 amino acids of the human amyloid precursor protein (APP), with the Swedish variant amino acids at the beta-secretase cleavage site. The terminal amino acid was modified from arginine to lysine to facilitate derivatization with a functional group for detection by autofluorescence.",B,N#Cc1cnc(C(=O)Nc2ccc3c(c2)C2(COC(N)=N2)C2(CC2)CO3)c(Cl)c1,CHEMBL3638878,6.50,=,=,IC50,nM,318.0,CHEMBL4822,IC50,nM,318.0
288564,17670950,CHEMBL3705666,"Fluorescence Resonance Energy Transfer (FRET) Assay: Potency of test compounds were determined by measurement of their inhibition of BACE1 activity toward a fluorescent substrate. Experiments were performed by reference to the procedure as described in Ermolieff, et al. (Biochemistry 39:12450-12456 (2000), the teachings of which are incorporated hereby in their entirety). Briefly, the recombinant protease unit of BACE1 was prepared from E. coli expression as inclusion bodies, refolded, and purified as described in Lin, et al., (Proc. Nat. Acad. Sci. 97:1456-1460 (2000)). Fluorogenic substrate, MCA-SEVNLDAEFK(DNP)-NH2 (SEQ ID NO:1) was purchased. (M-2485, Bachem Americas, Torrance, Calif.). The substrate was derived from 10 amino acids of the human amyloid precursor protein (APP), with the Swedish variant amino acids at the beta-secretase cleavage site. The terminal amino acid was modified from arginine to lysine to facilitate derivatization with a functional group for detection by autofluorescence.",B,COc1cnc(C(=O)Nc2ccc3c(c2)C2(COC(N)=N2)C2(CC2)CO3)cn1,CHEMBL3638878,5.98,=,=,IC50,nM,1040.0,CHEMBL4822,IC50,nM,1040.0
288565,17670952,CHEMBL3705666,"Fluorescence Resonance Energy Transfer (FRET) Assay: Potency of test compounds were determined by measurement of their inhibition of BACE1 activity toward a fluorescent substrate. Experiments were performed by reference to the procedure as described in Ermolieff, et al. (Biochemistry 39:12450-12456 (2000), the teachings of which are incorporated hereby in their entirety). Briefly, the recombinant protease unit of BACE1 was prepared from E. coli expression as inclusion bodies, refolded, and purified as described in Lin, et al., (Proc. Nat. Acad. Sci. 97:1456-1460 (2000)). Fluorogenic substrate, MCA-SEVNLDAEFK(DNP)-NH2 (SEQ ID NO:1) was purchased. (M-2485, Bachem Americas, Torrance, Calif.). The substrate was derived from 10 amino acids of the human amyloid precursor protein (APP), with the Swedish variant amino acids at the beta-secretase cleavage site. The terminal amino acid was modified from arginine to lysine to facilitate derivatization with a functional group for detection by autofluorescence.",B,Cc1cc(Cl)cnc1C(=O)Nc1ccc2c(c1)C1(COC(N)=N1)C1(CC1)CO2,CHEMBL3638878,6.46,=,=,IC50,nM,349.0,CHEMBL4822,IC50,nM,349.0
288566,17670954,CHEMBL3705666,"Fluorescence Resonance Energy Transfer (FRET) Assay: Potency of test compounds were determined by measurement of their inhibition of BACE1 activity toward a fluorescent substrate. Experiments were performed by reference to the procedure as described in Ermolieff, et al. (Biochemistry 39:12450-12456 (2000), the teachings of which are incorporated hereby in their entirety). Briefly, the recombinant protease unit of BACE1 was prepared from E. coli expression as inclusion bodies, refolded, and purified as described in Lin, et al., (Proc. Nat. Acad. Sci. 97:1456-1460 (2000)). Fluorogenic substrate, MCA-SEVNLDAEFK(DNP)-NH2 (SEQ ID NO:1) was purchased. (M-2485, Bachem Americas, Torrance, Calif.). The substrate was derived from 10 amino acids of the human amyloid precursor protein (APP), with the Swedish variant amino acids at the beta-secretase cleavage site. The terminal amino acid was modified from arginine to lysine to facilitate derivatization with a functional group for detection by autofluorescence.",B,Cc1cc(Cl)cnc1C(=O)Nc1ccc2c(c1)C1(COC(N)=N1)C1(COC1)C(C)(C)O2,CHEMBL3638878,6.96,=,=,IC50,nM,109.0,CHEMBL4822,IC50,nM,109.0
288567,17670956,CHEMBL3705666,"Fluorescence Resonance Energy Transfer (FRET) Assay: Potency of test compounds were determined by measurement of their inhibition of BACE1 activity toward a fluorescent substrate. Experiments were performed by reference to the procedure as described in Ermolieff, et al. (Biochemistry 39:12450-12456 (2000), the teachings of which are incorporated hereby in their entirety). Briefly, the recombinant protease unit of BACE1 was prepared from E. coli expression as inclusion bodies, refolded, and purified as described in Lin, et al., (Proc. Nat. Acad. Sci. 97:1456-1460 (2000)). Fluorogenic substrate, MCA-SEVNLDAEFK(DNP)-NH2 (SEQ ID NO:1) was purchased. (M-2485, Bachem Americas, Torrance, Calif.). The substrate was derived from 10 amino acids of the human amyloid precursor protein (APP), with the Swedish variant amino acids at the beta-secretase cleavage site. The terminal amino acid was modified from arginine to lysine to facilitate derivatization with a functional group for detection by autofluorescence.",B,N#Cc1ccc(C(=O)Nc2ccc3c(c2)C2(COC(N)=N2)C2(CC2)CO3)nc1,CHEMBL3638878,6.42,=,=,IC50,nM,380.0,CHEMBL4822,IC50,nM,380.0
288568,17670958,CHEMBL3705666,"Fluorescence Resonance Energy Transfer (FRET) Assay: Potency of test compounds were determined by measurement of their inhibition of BACE1 activity toward a fluorescent substrate. Experiments were performed by reference to the procedure as described in Ermolieff, et al. (Biochemistry 39:12450-12456 (2000), the teachings of which are incorporated hereby in their entirety). Briefly, the recombinant protease unit of BACE1 was prepared from E. coli expression as inclusion bodies, refolded, and purified as described in Lin, et al., (Proc. Nat. Acad. Sci. 97:1456-1460 (2000)). Fluorogenic substrate, MCA-SEVNLDAEFK(DNP)-NH2 (SEQ ID NO:1) was purchased. (M-2485, Bachem Americas, Torrance, Calif.). The substrate was derived from 10 amino acids of the human amyloid precursor protein (APP), with the Swedish variant amino acids at the beta-secretase cleavage site. The terminal amino acid was modified from arginine to lysine to facilitate derivatization with a functional group for detection by autofluorescence.",B,CC1(C)Oc2ccc(NC(=O)c3ccc(C#N)cn3)cc2C2(COC(N)=N2)C12COC2,CHEMBL3638878,6.93,=,=,IC50,nM,118.0,CHEMBL4822,IC50,nM,118.0
288569,17670959,CHEMBL3705666,"Fluorescence Resonance Energy Transfer (FRET) Assay: Potency of test compounds were determined by measurement of their inhibition of BACE1 activity toward a fluorescent substrate. Experiments were performed by reference to the procedure as described in Ermolieff, et al. (Biochemistry 39:12450-12456 (2000), the teachings of which are incorporated hereby in their entirety). Briefly, the recombinant protease unit of BACE1 was prepared from E. coli expression as inclusion bodies, refolded, and purified as described in Lin, et al., (Proc. Nat. Acad. Sci. 97:1456-1460 (2000)). Fluorogenic substrate, MCA-SEVNLDAEFK(DNP)-NH2 (SEQ ID NO:1) was purchased. (M-2485, Bachem Americas, Torrance, Calif.). The substrate was derived from 10 amino acids of the human amyloid precursor protein (APP), with the Swedish variant amino acids at the beta-secretase cleavage site. The terminal amino acid was modified from arginine to lysine to facilitate derivatization with a functional group for detection by autofluorescence.",B,NC1=NC2(c3cc(-c4cncnc4)ccc3OCC23CC3)C(F)(F)CS1,CHEMBL3638878,4.83,=,=,IC50,nM,14900.0,CHEMBL4822,IC50,nM,14900.0
288570,17670960,CHEMBL3705666,"Fluorescence Resonance Energy Transfer (FRET) Assay: Potency of test compounds were determined by measurement of their inhibition of BACE1 activity toward a fluorescent substrate. Experiments were performed by reference to the procedure as described in Ermolieff, et al. (Biochemistry 39:12450-12456 (2000), the teachings of which are incorporated hereby in their entirety). Briefly, the recombinant protease unit of BACE1 was prepared from E. coli expression as inclusion bodies, refolded, and purified as described in Lin, et al., (Proc. Nat. Acad. Sci. 97:1456-1460 (2000)). Fluorogenic substrate, MCA-SEVNLDAEFK(DNP)-NH2 (SEQ ID NO:1) was purchased. (M-2485, Bachem Americas, Torrance, Calif.). The substrate was derived from 10 amino acids of the human amyloid precursor protein (APP), with the Swedish variant amino acids at the beta-secretase cleavage site. The terminal amino acid was modified from arginine to lysine to facilitate derivatization with a functional group for detection by autofluorescence.",B,NC1=NC2(c3cc(-c4cncnc4)ccc3OCC23CC3)c2cccc(F)c21,CHEMBL3638878,6.13,=,=,IC50,nM,736.0,CHEMBL4822,IC50,nM,736.0
288571,17670962,CHEMBL3705666,"Fluorescence Resonance Energy Transfer (FRET) Assay: Potency of test compounds were determined by measurement of their inhibition of BACE1 activity toward a fluorescent substrate. Experiments were performed by reference to the procedure as described in Ermolieff, et al. (Biochemistry 39:12450-12456 (2000), the teachings of which are incorporated hereby in their entirety). Briefly, the recombinant protease unit of BACE1 was prepared from E. coli expression as inclusion bodies, refolded, and purified as described in Lin, et al., (Proc. Nat. Acad. Sci. 97:1456-1460 (2000)). Fluorogenic substrate, MCA-SEVNLDAEFK(DNP)-NH2 (SEQ ID NO:1) was purchased. (M-2485, Bachem Americas, Torrance, Calif.). The substrate was derived from 10 amino acids of the human amyloid precursor protein (APP), with the Swedish variant amino acids at the beta-secretase cleavage site. The terminal amino acid was modified from arginine to lysine to facilitate derivatization with a functional group for detection by autofluorescence.",B,NC1=NC2(CO1)c1cc(-c3cncnc3)ccc1OC(Cc1ccccc1)C21COC1,CHEMBL3638878,6.89,=,=,IC50,nM,128.0,CHEMBL4822,IC50,nM,128.0
288572,17670964,CHEMBL3705666,"Fluorescence Resonance Energy Transfer (FRET) Assay: Potency of test compounds were determined by measurement of their inhibition of BACE1 activity toward a fluorescent substrate. Experiments were performed by reference to the procedure as described in Ermolieff, et al. (Biochemistry 39:12450-12456 (2000), the teachings of which are incorporated hereby in their entirety). Briefly, the recombinant protease unit of BACE1 was prepared from E. coli expression as inclusion bodies, refolded, and purified as described in Lin, et al., (Proc. Nat. Acad. Sci. 97:1456-1460 (2000)). Fluorogenic substrate, MCA-SEVNLDAEFK(DNP)-NH2 (SEQ ID NO:1) was purchased. (M-2485, Bachem Americas, Torrance, Calif.). The substrate was derived from 10 amino acids of the human amyloid precursor protein (APP), with the Swedish variant amino acids at the beta-secretase cleavage site. The terminal amino acid was modified from arginine to lysine to facilitate derivatization with a functional group for detection by autofluorescence.",B,CC#Cc1cncc(-c2ccc3c(c2)C2(COC(N)=N2)C2(COC2)C(Cc2ccccc2)O3)c1,CHEMBL3638878,6.95,=,=,IC50,nM,113.0,CHEMBL4822,IC50,nM,113.0
288573,17670966,CHEMBL3705666,"Fluorescence Resonance Energy Transfer (FRET) Assay: Potency of test compounds were determined by measurement of their inhibition of BACE1 activity toward a fluorescent substrate. Experiments were performed by reference to the procedure as described in Ermolieff, et al. (Biochemistry 39:12450-12456 (2000), the teachings of which are incorporated hereby in their entirety). Briefly, the recombinant protease unit of BACE1 was prepared from E. coli expression as inclusion bodies, refolded, and purified as described in Lin, et al., (Proc. Nat. Acad. Sci. 97:1456-1460 (2000)). Fluorogenic substrate, MCA-SEVNLDAEFK(DNP)-NH2 (SEQ ID NO:1) was purchased. (M-2485, Bachem Americas, Torrance, Calif.). The substrate was derived from 10 amino acids of the human amyloid precursor protein (APP), with the Swedish variant amino acids at the beta-secretase cleavage site. The terminal amino acid was modified from arginine to lysine to facilitate derivatization with a functional group for detection by autofluorescence.",B,NC1=NC2(CO1)c1cc(-c3cncnc3)ccc1OC(Cc1ccccc1)C21COC1,CHEMBL3638878,6.84,=,=,IC50,nM,145.0,CHEMBL4822,IC50,nM,145.0
288574,17670968,CHEMBL3705666,"Fluorescence Resonance Energy Transfer (FRET) Assay: Potency of test compounds were determined by measurement of their inhibition of BACE1 activity toward a fluorescent substrate. Experiments were performed by reference to the procedure as described in Ermolieff, et al. (Biochemistry 39:12450-12456 (2000), the teachings of which are incorporated hereby in their entirety). Briefly, the recombinant protease unit of BACE1 was prepared from E. coli expression as inclusion bodies, refolded, and purified as described in Lin, et al., (Proc. Nat. Acad. Sci. 97:1456-1460 (2000)). Fluorogenic substrate, MCA-SEVNLDAEFK(DNP)-NH2 (SEQ ID NO:1) was purchased. (M-2485, Bachem Americas, Torrance, Calif.). The substrate was derived from 10 amino acids of the human amyloid precursor protein (APP), with the Swedish variant amino acids at the beta-secretase cleavage site. The terminal amino acid was modified from arginine to lysine to facilitate derivatization with a functional group for detection by autofluorescence.",B,CC#Cc1cncc(-c2ccc3c(c2)C2(COC(N)=N2)C2(COC2)C(Cc2ccccc2)O3)c1,CHEMBL3638878,6.96,=,=,IC50,nM,109.0,CHEMBL4822,IC50,nM,109.0
288575,17670969,CHEMBL3705666,"Fluorescence Resonance Energy Transfer (FRET) Assay: Potency of test compounds were determined by measurement of their inhibition of BACE1 activity toward a fluorescent substrate. Experiments were performed by reference to the procedure as described in Ermolieff, et al. (Biochemistry 39:12450-12456 (2000), the teachings of which are incorporated hereby in their entirety). Briefly, the recombinant protease unit of BACE1 was prepared from E. coli expression as inclusion bodies, refolded, and purified as described in Lin, et al., (Proc. Nat. Acad. Sci. 97:1456-1460 (2000)). Fluorogenic substrate, MCA-SEVNLDAEFK(DNP)-NH2 (SEQ ID NO:1) was purchased. (M-2485, Bachem Americas, Torrance, Calif.). The substrate was derived from 10 amino acids of the human amyloid precursor protein (APP), with the Swedish variant amino acids at the beta-secretase cleavage site. The terminal amino acid was modified from arginine to lysine to facilitate derivatization with a functional group for detection by autofluorescence.",B,NC1=NC2(CO1)c1cc(-c3cncnc3)ccc1OC(CC1CC1)C21COC1,CHEMBL3638878,6.41,=,=,IC50,nM,388.0,CHEMBL4822,IC50,nM,388.0
288576,17670971,CHEMBL3705666,"Fluorescence Resonance Energy Transfer (FRET) Assay: Potency of test compounds were determined by measurement of their inhibition of BACE1 activity toward a fluorescent substrate. Experiments were performed by reference to the procedure as described in Ermolieff, et al. (Biochemistry 39:12450-12456 (2000), the teachings of which are incorporated hereby in their entirety). Briefly, the recombinant protease unit of BACE1 was prepared from E. coli expression as inclusion bodies, refolded, and purified as described in Lin, et al., (Proc. Nat. Acad. Sci. 97:1456-1460 (2000)). Fluorogenic substrate, MCA-SEVNLDAEFK(DNP)-NH2 (SEQ ID NO:1) was purchased. (M-2485, Bachem Americas, Torrance, Calif.). The substrate was derived from 10 amino acids of the human amyloid precursor protein (APP), with the Swedish variant amino acids at the beta-secretase cleavage site. The terminal amino acid was modified from arginine to lysine to facilitate derivatization with a functional group for detection by autofluorescence.",B,CC#Cc1cncc(-c2ccc3c(c2)C2(COC(N)=N2)C2(COC2)C(CC2CC2)O3)c1,CHEMBL3638878,6.90,=,=,IC50,nM,126.0,CHEMBL4822,IC50,nM,126.0
288577,17670972,CHEMBL3705666,"Fluorescence Resonance Energy Transfer (FRET) Assay: Potency of test compounds were determined by measurement of their inhibition of BACE1 activity toward a fluorescent substrate. Experiments were performed by reference to the procedure as described in Ermolieff, et al. (Biochemistry 39:12450-12456 (2000), the teachings of which are incorporated hereby in their entirety). Briefly, the recombinant protease unit of BACE1 was prepared from E. coli expression as inclusion bodies, refolded, and purified as described in Lin, et al., (Proc. Nat. Acad. Sci. 97:1456-1460 (2000)). Fluorogenic substrate, MCA-SEVNLDAEFK(DNP)-NH2 (SEQ ID NO:1) was purchased. (M-2485, Bachem Americas, Torrance, Calif.). The substrate was derived from 10 amino acids of the human amyloid precursor protein (APP), with the Swedish variant amino acids at the beta-secretase cleavage site. The terminal amino acid was modified from arginine to lysine to facilitate derivatization with a functional group for detection by autofluorescence.",B,NC1=NC2(c3cc(-c4cncnc4)ccc3OCC23CC3)C(F)(F)CO1,CHEMBL3638878,5.31,=,=,IC50,nM,4910.0,CHEMBL4822,IC50,nM,4910.0
